location_id,id,location,agent_id,user_id,latitude,longitude,default_radius,_geometry
1,0,Aldershot,1,1,51.248366,-0.755751,2.1,0103000000010000000F0000001AA375543541E9BF040473F4F8A14940A3CC069964E4E8BF6DE2E47E87A24940B1BFEC9E3C2CE8BFD061BEBC00A34940C0E78711C2A3E7BF97CADB114EA34940422619390B7BE7BF508D976E12A349405D16139B8F6BE7BF04ADC090D5A1494012DA722EC555E7BF069E7B0F97A04940AD342905DD5EE7BF9CBF098508A049405D6DC5FEB27BE7BFDEE522BE139F4940C4995FCD0182E7BFC32ADEC83C9E4940A779C7293A92E7BF68B3EA73B59D4940A4C7EF6DFAB3E7BF0551F701489D49407D3F355EBA49E8BF19390B7BDA9D4940B3CD8DE9094BE9BF894160E5D09E49401AA375543541E9BF040473F4F8A14940
5,1,Ascot,1,1,51.410771,-0.674823,1.75,01030000000100000019000000EC8497E0D407E5BF527FBDC282B749404FE5B4A7E49CE5BF26FF93BF7BB74940035B25581CCEE5BFD3BCE3141DB74940A7B1BD16F45EE6BFFF3C0D1824B749405C001AA54B7FE6BFB03DB32440B7494095B9F94674CFE6BF3E4162BB7BB64940D124B1A4DCFDE6BF1686C8E9EBB54940CF4BC5C6BC0EE7BF098849B890B5494005871744A426E7BF058BC3995FB54940F4C29D0B233DE7BF7C0DC17119B54940BCAE5FB01B36E7BF1F10E84CDAB449400057B2632310E7BFB14F00C5C8B44940124F7633A39FE6BF2EA9DA6E82B34940A226FA7C9491E6BF0DFD135CACB24940A7B1BD16F45EE6BF965B5A0D89B14940B41EBE4C1421E6BFEC6987BF26B149408E0244C18CA9E5BF18EAB0C22DB14940DD990986730DE5BFF25EB532E1B349406211C30E63D2E4BF77D844662EB449407B12D89C8367E4BFAC527AA697B44940C97553CA6B25E4BF7C0DC17119B5494043FE99417C60E4BF8081204086B64940E124CD1FD3DAE4BFE57FF277EFB64940A585CB2A6C06E5BF527FBDC282B74940EC8497E0D407E5BF527FBDC282B74940
