PostSect,Structured_PostSect,PostDist,Structurred_Dist,PostArea,Postcode_Count,AREA_KM,AREA_MI,X_Coord,Y_Coord,Longitude,Latitude,Geometry
RG40 3,RG40 3,RG40,RG40,RG,215,16.624959467892,6.4189327362337,482454,165316.003,-0.815086,51.380401,"POLYGON ((-0.837062503912799 51.3575414962577,-0.859453577328889 51.3575414962577,-0.859447071612016 51.3575837525913,-0.861772818069496 51.3593597656342,-0.858639598618017 51.3611816658176,-0.855785756519744 51.3650383724288,-0.860147311492172 51.3669871837547,-0.858911063649946 51.3693311169632,-0.856796782477114 51.3705873836799,-0.859219820402727 51.3725173004619,-0.860057963410086 51.3752141230045,-0.856075383192538 51.3770546567805,-0.851375847109755 51.384562001062,-0.854760506817968 51.3900172981998,-0.854631270637025 51.3923179580467,-0.847152391268785 51.3942319410148,-0.844965018519505 51.3960447089957,-0.841560009787263 51.3954087227852,-0.841671651028309 51.3972531106815,-0.843865209665623 51.3991900580122,-0.842261514579322 51.3995070248693,-0.839561758310687 51.3988328140671,-0.838998993336828 51.3966422689829,-0.836316289262466 51.3958692748213,-0.83497016493963 51.4007655781834,-0.832506263408504 51.4015503019831,-0.829176401407268 51.4007797713277,-0.822356506416429 51.401565725589,-0.813915246253257 51.4038904220253,-0.799434110589176 51.4056853597216,-0.791176182243568 51.4053486996625,-0.786494996753206 51.4078450752306,-0.786998537335521 51.404028682553,-0.783313180308479 51.3982534908878,-0.774289844729234 51.3868024939756,-0.771835899466358 51.387208479947,-0.773886025382837 51.382554047293,-0.775754132191327 51.3820160477357,-0.785123860106717 51.3814481398884,-0.789975380277499 51.3832877804685,-0.792122257316315 51.3819790341789,-0.794696833773702 51.3818886690645,-0.795782023690711 51.3837971528493,-0.798314747161631 51.3836612455544,-0.803033664380167 51.3829003002669,-0.808346768920324 51.3808322846588,-0.827005205028653 51.3777474416412,-0.826447219739586 51.3748464280193,-0.832732701446042 51.3740099739588,-0.837816776710988 51.3604644229946,-0.837062503912799 51.3575414962577))"
RG40 4,RG40 4,RG40,RG40,RG,173,12.920368996924,4.9885823588774,478120,164583.497,-0.877516,51.374428,"POLYGON ((-0.888958162742613 51.3575414962577,-0.889471743447262 51.3578450687747,-0.892474313353265 51.3578105582422,-0.900247912414815 51.3606533357293,-0.904242118704875 51.3612033330862,-0.906743239567527 51.36353760922,-0.901094582893412 51.3624866799649,-0.898818214060965 51.3633735169851,-0.9042444454665 51.3725422936502,-0.901825755908527 51.3763592293253,-0.898888027946244 51.3784358253793,-0.886276725196995 51.3835859183294,-0.888438332067414 51.385117114071,-0.895448542631901 51.3864242818375,-0.897736175173238 51.3875069362075,-0.897700543972694 51.3889902093438,-0.899177987085884 51.390308014593,-0.896364999892422 51.3931320170358,-0.894571090556104 51.3930161384939,-0.889875048343257 51.39463534107,-0.884372820070809 51.3962915472919,-0.88034559235112 51.3958035858122,-0.871508783211961 51.3974272914028,-0.868921329073823 51.395675932904,-0.865324705996366 51.3958029844199,-0.862148165637857 51.394063745922,-0.854631270637025 51.3923179580467,-0.854760506817968 51.3900172981998,-0.851375847109755 51.384562001062,-0.856075383192538 51.3770546567805,-0.860057963410086 51.3752141230045,-0.859219820402727 51.3725173004619,-0.856796782477114 51.3705873836799,-0.858911063649946 51.3693311169632,-0.860147311492172 51.3669871837547,-0.855785756519744 51.3650383724288,-0.858639598618017 51.3611816658176,-0.861772818069496 51.3593597656342,-0.859447071612016 51.3575837525913,-0.859453577328889 51.3575414962577,-0.888958162742613 51.3575414962577))"
RG40 5,RG40 5,RG40,RG40,RG,83,8.9013721138447,3.436838987145,481899,171069.001,-0.821731,51.432205,"POLYGON ((-0.854750646079194 51.4312814390268,-0.850761628008914 51.4337511678178,-0.832410258504936 51.4403228824714,-0.821104536095515 51.446342243083,-0.805711149806685 51.4522651162944,-0.805027722340516 51.4481217654577,-0.801887515937658 51.4432880321683,-0.802081511013311 51.4358716752383,-0.803369543286422 51.4333760598772,-0.805895747530064 51.4313875523992,-0.807128076865331 51.4271559158504,-0.793093038395988 51.4215540713252,-0.793571914164895 51.4181150538151,-0.792284021918802 51.415143450975,-0.795348115052747 51.4140059851439,-0.798400657299212 51.4127514606811,-0.809057566588978 51.4182194425863,-0.812191734251041 51.4154816881979,-0.818621179536028 51.4137483134288,-0.821621406343219 51.4212238298071,-0.827656102938383 51.4214462293192,-0.829755395300127 51.4209006881783,-0.829130751960636 51.4200222006533,-0.830853556531449 51.4195718543987,-0.833055218826404 51.4206548179421,-0.840935631962285 51.4206880383952,-0.839582168854906 51.4275625214537,-0.854750646079194 51.4312814390268))"
RG41 1,RG41 1,RG41,RG41,RG,91,2.1551634452565,0.83211325822531,479870.5,169800.999,-0.851195,51.421095,"POLYGON ((-0.866831386440192 51.4255810586926,-0.862034044690442 51.4270452642734,-0.854750646079194 51.4312814390268,-0.839582168854906 51.4275625214537,-0.840935631962285 51.4206880383952,-0.838814061864862 51.4164408519268,-0.840115705238503 51.4138729608468,-0.84011259708153 51.4128568517474,-0.838762850644118 51.4122140495824,-0.839577667867868 51.4118354795175,-0.840000573723252 51.4121723690233,-0.847883137482397 51.4154961746566,-0.847346049738044 51.4162642608033,-0.850877539636702 51.4176566917537,-0.852423346508231 51.4179505933629,-0.853505716527344 51.4172238669019,-0.854520799144436 51.4163076143351,-0.854566713013498 51.4190775228154,-0.86288529148612 51.422305681725,-0.863531839417217 51.4217545201358,-0.864426669492103 51.422203761176,-0.864535491559021 51.4242010057914,-0.866831386440192 51.4255810586926))"
RG41 2,RG41 2,RG41,RG41,RG,139,1.7433951685227,0.67312863775909,480430.497,168146.503,-0.843517,51.40614,"POLYGON ((-0.853233795338433 51.4108458216117,-0.851674762340866 51.4116668527052,-0.852641454353828 51.4121078974669,-0.853505716527344 51.4172238669019,-0.852423346508231 51.4179505933629,-0.850877539636702 51.4176566917537,-0.847346049738044 51.4162642608033,-0.847883137482397 51.4154961746566,-0.840000573723252 51.4121723690233,-0.841057375548095 51.4113195616159,-0.843153722439842 51.4114391519752,-0.839587383038097 51.4063414128276,-0.83904012136295 51.4046724984892,-0.839993630255734 51.4027846310635,-0.83497016493963 51.4007655781834,-0.836316289262466 51.3958692748213,-0.838998993336828 51.3966422689829,-0.839561758310687 51.3988328140671,-0.842261514579322 51.3995070248693,-0.843865209665623 51.3991900580122,-0.841671651028309 51.3972531106815,-0.841560009787263 51.3954087227852,-0.844965018519505 51.3960447089957,-0.843660526150287 51.3976144351221,-0.850016071155573 51.4004015752186,-0.852925838031017 51.4047642512466,-0.85528875205533 51.4062890312114,-0.851146300476702 51.4080828859624,-0.853145176806156 51.4092174209228,-0.853233795338433 51.4108458216117))"
RG41 3,RG41 3,RG41,RG41,RG,130,1.7413944361187,0.67235615065924,479227.501,168996.499,-0.860621,51.413952,"POLYGON ((-0.872730481169138 51.4132199748011,-0.87257024598613 51.4162307827307,-0.864426669492103 51.422203761176,-0.863531839417217 51.4217545201358,-0.86288529148612 51.422305681725,-0.854566713013498 51.4190775228154,-0.854520799144436 51.4163076143351,-0.853505716527344 51.4172238669019,-0.852641454353828 51.4121078974669,-0.851674762340866 51.4116668527052,-0.853233795338433 51.4108458216117,-0.855598247204679 51.4094392530442,-0.857445328225783 51.4068675018601,-0.863460342201219 51.4066562924608,-0.866687634330169 51.4087106899027,-0.871486026437212 51.4100338410611,-0.872730481169138 51.4132199748011))"
RG41 4,RG41 4,RG41,RG41,RG,110,4.2797058034302,1.652403648631,478696,167717.5,-0.868547,51.402526,"POLYGON ((-0.882868121937466 51.4049545256935,-0.884403751299543 51.4127471393475,-0.877607816765575 51.413698439294,-0.872730481169138 51.4132199748011,-0.871486026437212 51.4100338410611,-0.866687634330169 51.4087106899027,-0.863460342201219 51.4066562924608,-0.857445328225783 51.4068675018601,-0.855598247204679 51.4094392530442,-0.853233795338433 51.4108458216117,-0.853145176806156 51.4092174209228,-0.851146300476702 51.4080828859624,-0.85528875205533 51.4062890312114,-0.852925838031017 51.4047642512466,-0.850016071155573 51.4004015752186,-0.843660526150287 51.3976144351221,-0.844965018519505 51.3960447089957,-0.847152391268785 51.3942319410148,-0.854631270637025 51.3923179580467,-0.862148165637857 51.394063745922,-0.865324705996366 51.3958029844199,-0.868921329073823 51.395675932904,-0.871508783211961 51.3974272914028,-0.88034559235112 51.3958035858122,-0.884372820070809 51.3962915472919,-0.889875048343257 51.39463534107,-0.89681087684861 51.3955100552291,-0.894163983596048 51.3985783686205,-0.886421996935423 51.399512163823,-0.882705892314629 51.4015809569202,-0.882868121937466 51.4049545256935))"
RG41 5,RG41 5,RG41,RG41,RG,230,7.7875786767044,3.0068009368947,477815.002,169894.502,-0.880733,51.422221,"POLYGON ((-0.907652207577648 51.4207171483722,-0.907463092049322 51.4214077481081,-0.903253245754672 51.4224385395691,-0.901971601933516 51.4249083297963,-0.897224789689329 51.4255201833633,-0.898488696179867 51.4261974589235,-0.897079310843624 51.427982535723,-0.899774788553989 51.4349317395059,-0.900382027147876 51.4372033744478,-0.898234272233713 51.4391704028749,-0.895629349671715 51.4391998324299,-0.894328384427167 51.4406443008454,-0.881028835052464 51.439672877008,-0.874312781118803 51.438376691897,-0.854750646079194 51.4312814390268,-0.862034044690442 51.4270452642734,-0.866831386440192 51.4255810586926,-0.864535491559021 51.4242010057914,-0.864426669492103 51.422203761176,-0.87257024598613 51.4162307827307,-0.872730481169138 51.4132199748011,-0.877607816765575 51.413698439294,-0.884403751299543 51.4127471393475,-0.882868121937466 51.4049545256935,-0.894833371283617 51.4095728800402,-0.896315664897008 51.4113132572459,-0.895154665866865 51.4147372615394,-0.901599008768262 51.4140515180734,-0.906612746942788 51.4166610730348,-0.90860524519309 51.4169314305579,-0.909610151474941 51.4194225675674,-0.907652207577648 51.4207171483722))"
RG42 1,RG42 1,RG42,RG42,RG,120,0.9029126142055,0.34861650931995,485629,169779.5,-0.768393,51.42006,"POLYGON ((-0.784202500708635 51.4162199185259,-0.783658700077903 51.4188309336122,-0.778807985277494 51.419526809979,-0.777493338358507 51.4219050265934,-0.764939417647002 51.42503752452,-0.756780011673017 51.4193583032875,-0.755656267584199 51.4173141313914,-0.761886026016953 51.4182703117855,-0.763285565226156 51.4170351885863,-0.763597359018964 51.4177398394221,-0.766430100370233 51.4177516962078,-0.773831885822827 51.4200683549876,-0.775731802374648 51.4173186437014,-0.778164649941266 51.4183061726638,-0.780556259317288 51.4176027454016,-0.780811087203485 51.4166702145935,-0.784202500708635 51.4162199185259))"
RG42 2,RG42 2,RG42,RG42,RG,139,1.4280514612734,0.55137375170736,486886.998,170177.501,-0.750206,51.423447,"POLYGON ((-0.754521882147515 51.4293477308181,-0.754521882147515 51.4191320050457,-0.756780011673017 51.4193583032875,-0.764939417647002 51.42503752452,-0.764086051522091 51.4252174006264,-0.765821112710487 51.4270161285247,-0.762199317611201 51.4274365053791,-0.756910947717582 51.4293767514097,-0.754521882147515 51.4293477308181))"
RG42 4,RG42 4,RG42,RG42,RG,133,4.7574981616106,1.8368803094596,485526.497,170239.998,-0.769756,51.424216,"POLYGON ((-0.754521882147515 51.4347732197278,-0.754521882147515 51.4293477308181,-0.756910947717582 51.4293767514097,-0.762199317611201 51.4274365053791,-0.765821112710487 51.4270161285247,-0.764086051522091 51.4252174006264,-0.764939417647002 51.42503752452,-0.777493338358507 51.4219050265934,-0.778807985277494 51.419526809979,-0.783658700077903 51.4188309336122,-0.78539264472989 51.4196042054127,-0.787553691725609 51.4183766728621,-0.790575603551743 51.4150359454348,-0.79070043133621 51.4135714951391,-0.795348115052747 51.4140059851439,-0.792284021918802 51.415143450975,-0.793571914164895 51.4181150538151,-0.793093038395988 51.4215540713252,-0.807128076865331 51.4271559158504,-0.805895747530064 51.4313875523992,-0.803369543286422 51.4333760598772,-0.802081511013311 51.4358716752383,-0.801143634610608 51.4326788498528,-0.798987041536192 51.4326298035,-0.797259143850384 51.4337900712728,-0.794150179870741 51.4338480321454,-0.79365801815349 51.4328718418571,-0.792968280052989 51.4339348462205,-0.790392672928296 51.4339532457687,-0.790241082345763 51.4315238211002,-0.78941071317016 51.4335474900056,-0.788726437058448 51.4327670651619,-0.784374756435674 51.4324972013419,-0.780313157684137 51.4337589354723,-0.776511582972714 51.433359575763,-0.769528030219945 51.434131772677,-0.759683368022405 51.434297815564,-0.759467350594656 51.4327129416392,-0.755791021625594 51.4324761263999,-0.75491119936811 51.4346788273178,-0.754521882147515 51.4347732197278))"
RG42 5,RG42 5,RG42,RG42,RG,103,11.720169973176,4.5251829251277,485035.998,173111.002,-0.77612,51.450102,"POLYGON ((-0.754521882147515 51.4575712849025,-0.755863850811845 51.4552177701262,-0.754521882147515 51.4538122165409,-0.754521882147515 51.4347732197278,-0.75491119936811 51.4346788273178,-0.755791021625594 51.4324761263999,-0.759467350594656 51.4327129416392,-0.759683368022405 51.434297815564,-0.769528030219945 51.434131772677,-0.776511582972714 51.433359575763,-0.780313157684137 51.4337589354723,-0.784374756435674 51.4324972013419,-0.788726437058448 51.4327670651619,-0.78941071317016 51.4335474900056,-0.790241082345763 51.4315238211002,-0.790392672928296 51.4339532457687,-0.792968280052989 51.4339348462205,-0.79365801815349 51.4328718418571,-0.794150179870741 51.4338480321454,-0.797259143850384 51.4337900712728,-0.798987041536192 51.4326298035,-0.801143634610608 51.4326788498528,-0.802081511013311 51.4358716752383,-0.801887515937658 51.4432880321683,-0.805027722340516 51.4481217654577,-0.805711149806685 51.4522651162944,-0.796647190553264 51.4570820118885,-0.781798374354887 51.4633759986852,-0.77292037057266 51.4691371657522,-0.768296921331155 51.4697451968828,-0.754521882147515 51.4651449380242,-0.754521882147515 51.4575712849025))"
RG42 6,RG42 6,RG42,RG42,RG,116,10.425798778914,4.0254234130677,488660,172693.496,-0.72408,51.445792,"POLYGON ((-0.754521882147515 51.4575712849025,-0.754521882147515 51.4538122165409,-0.755863850811845 51.4552177701262,-0.754521882147515 51.4575712849025))"
RG45 6,RG45 6,RG45,RG45,RG,228,5.4074421710027,2.0878250944176,483155.497,164166.502,-0.805277,51.369964,"POLYGON ((-0.837062503912799 51.3575414962577,-0.837816776710988 51.3604644229946,-0.832732701446042 51.3740099739588,-0.826447219739586 51.3748464280193,-0.827005205028653 51.3777474416412,-0.808346768920324 51.3808322846588,-0.803033664380167 51.3829003002669,-0.798314747161631 51.3836612455544,-0.795782023690711 51.3837971528493,-0.794696833773702 51.3818886690645,-0.792122257316315 51.3819790341789,-0.789975380277499 51.3832877804685,-0.785123860106717 51.3814481398884,-0.775754132191327 51.3820160477357,-0.790231434146331 51.3703057879166,-0.79654843256334 51.3704608117466,-0.802921908089536 51.3695548607584,-0.802683799380596 51.3687701520151,-0.805440544991182 51.369373796612,-0.810967373349461 51.3678653786886,-0.811328745605342 51.3683365884021,-0.816305526919653 51.3675327769262,-0.816873933480956 51.3655422191493,-0.821384794771795 51.3649672194553,-0.820182254886997 51.362572259809,-0.824367184211037 51.3618139864958,-0.836536884981116 51.3575414962577,-0.837062503912799 51.3575414962577))"
RG45 7,RG45 7,RG45,RG45,RG,158,5.6827257307725,2.194112671056,483999.998,164110.003,-0.79316,51.369332,"POLYGON ((-0.811881675651667 51.3575414962577,-0.820775305983213 51.3579382899668,-0.824367184211037 51.3618139864958,-0.820182254886997 51.362572259809,-0.821384794771795 51.3649672194553,-0.816873933480956 51.3655422191493,-0.816305526919653 51.3675327769262,-0.811328745605342 51.3683365884021,-0.810967373349461 51.3678653786886,-0.805440544991182 51.369373796612,-0.802683799380596 51.3687701520151,-0.802921908089536 51.3695548607584,-0.79654843256334 51.3704608117466,-0.790231434146331 51.3703057879166,-0.775754132191327 51.3820160477357,-0.773886025382837 51.382554047293,-0.772885921633462 51.3801876056102,-0.765511792826254 51.3717385710108,-0.76587147598527 51.3674440984114,-0.768540879205683 51.3632549091523,-0.768355425526281 51.3615983362682,-0.771374290853018 51.3615041732794,-0.790569220664559 51.3596625983044,-0.794608162735398 51.3579058632052,-0.796754405177031 51.3575414962577,-0.811881675651667 51.3575414962577))"
RG5 3,RG 5 3,RG5,RG 5,RG,210,2.6444886456452,1.0210427743246,475846.997,173055.997,-0.908357,51.450913,"POLYGON ((-0.921382386755671 51.4429014268758,-0.920112657668141 51.4448770147076,-0.920387513351978 51.4509220822918,-0.918928608704271 51.4566364493444,-0.916657635144495 51.4601492863221,-0.915645343245422 51.4609582286526,-0.902371383566873 51.4634513559193,-0.901874872739832 51.4625475105597,-0.905152797827753 51.4609146834448,-0.906343037127324 51.4586958089153,-0.906139448123078 51.4545666401241,-0.904276594801311 51.4530206185043,-0.905377441352981 51.4503153174452,-0.902746832034051 51.4477909748947,-0.899723271676745 51.447259152734,-0.900381278554699 51.4432279460394,-0.898832532975121 51.4412172338745,-0.900994818176167 51.4392502411731,-0.916070500868135 51.4411799891849,-0.921382386755671 51.4429014268758))"
RG5 4,RG 5 4,RG5,RG 5,RG,270,5.7437988955198,2.2176931517939,477310.998,173242.499,-0.88725,51.452392,"POLYGON ((-0.901874872739832 51.4625475105597,-0.896213200563132 51.4669093814575,-0.891193326678881 51.4673206640442,-0.886831532103032 51.4667128410209,-0.882369016650653 51.4661128874221,-0.880101474995201 51.4628811680002,-0.875859448688264 51.4621122685396,-0.875084258800202 51.4596859856342,-0.876687198066687 51.4530203844891,-0.874114305549642 51.452303351916,-0.871439483514227 51.4498857537216,-0.871256739208307 51.4456217840008,-0.875822799681675 51.4395781322461,-0.874312781118803 51.438376691897,-0.881028835052464 51.439672877008,-0.894328384427167 51.4406443008454,-0.895629349671715 51.4391998324299,-0.898234272233713 51.4391704028749,-0.900994818176167 51.4392502411731,-0.898832532975121 51.4412172338745,-0.900381278554699 51.4432279460394,-0.899723271676745 51.447259152734,-0.902746832034051 51.4477909748947,-0.905377441352981 51.4503153174452,-0.904276594801311 51.4530206185043,-0.906139448123078 51.4545666401241,-0.906343037127324 51.4586958089153,-0.905152797827753 51.4609146834448,-0.901874872739832 51.4625475105597))"
RG6 1,RG 6 1,RG6,RG 6,RG,149,2.9250645921979,1.1293737529237,474261.212,173037.498,-0.93118,51.450957,"POLYGON ((-0.948219290067083 51.4528384610947,-0.941504459321868 51.451950760065,-0.941118905855264 51.4549326271714,-0.938017477539784 51.4552372748429,-0.940358256619957 51.4573266228264,-0.941740093855772 51.4573211157765,-0.943365188772478 51.4598714652897,-0.942376876607824 51.4602851479689,-0.933633612849483 51.461779556426,-0.930868199089971 51.461232816256,-0.925085867756046 51.4616655702213,-0.919525314229508 51.4600139309295,-0.916657635144495 51.4601492863221,-0.918928608704271 51.4566364493444,-0.920387513351978 51.4509220822918,-0.920112657668141 51.4448770147076,-0.921382386755671 51.4429014268758,-0.92354677297501 51.4438654644066,-0.925367072655453 51.4411036528008,-0.930408844891132 51.4426963540972,-0.930621577673833 51.4422127856517,-0.932311784437775 51.4425429030975,-0.935695903571308 51.4461344280056,-0.937438178074132 51.4467077422069,-0.93924142909876 51.4489989868512,-0.941770083526038 51.4485542985834,-0.944299545047495 51.4518141451702,-0.948219290067083 51.4528384610947))"
RG6 3,RG 6 3,RG6,RG 6,RG,94,1.4238981881518,0.54977016399008,475926.5,170476.001,-0.907767,51.427706,"POLYGON ((-0.919466433926309 51.4332355294204,-0.91552783231433 51.4343231143117,-0.911721349131938 51.4316532501402,-0.910092293461504 51.4330138481259,-0.906422768899489 51.4336630510485,-0.905906984975746 51.4329748710124,-0.904799216836526 51.4341784488969,-0.899774788553989 51.4349317395059,-0.897079310843624 51.427982535723,-0.898488696179867 51.4261974589235,-0.897224789689329 51.4255201833633,-0.901971601933516 51.4249083297963,-0.903253245754672 51.4224385395691,-0.907463092049322 51.4214077481081,-0.910927866174732 51.4226718876767,-0.91280880307324 51.4246226016257,-0.910801992528389 51.4255481298546,-0.911144758659659 51.426864207993,-0.915194927106448 51.4271174931572,-0.915402614210309 51.4286750183906,-0.917515734736971 51.4305558834108,-0.91925007816549 51.429600762887,-0.921427551576084 51.4318148416102,-0.919466433926309 51.4332355294204))"
RG6 4,RG 6 4,RG6,RG 6,RG,125,1.9546081222429,0.75467841510259,474608.498,169816,-0.926862,51.421947,"POLYGON ((-0.943519540493396 51.4238692969136,-0.940309583032251 51.4246045980723,-0.936859061297284 51.4245463955118,-0.935117718229489 51.4221118287994,-0.932781919965327 51.4229808099646,-0.933743155279088 51.4236998903956,-0.932268910047403 51.4258625291011,-0.91925007816549 51.429600762887,-0.917515734736971 51.4305558834108,-0.915402614210309 51.4286750183906,-0.915194927106448 51.4271174931572,-0.911144758659659 51.426864207993,-0.910801992528389 51.4255481298546,-0.91280880307324 51.4246226016257,-0.910927866174732 51.4226718876767,-0.907463092049322 51.4214077481081,-0.907652207577648 51.4207171483722,-0.915622460614565 51.4199909051694,-0.926092402255169 51.4205997577666,-0.932693059573356 51.4200036278378,-0.938709450186655 51.4185475792738,-0.949517039630595 51.4144636914338,-0.948611459544261 51.4169553296771,-0.946928595518554 51.417596628136,-0.947541330967892 51.4184653816794,-0.945688460886984 51.4221173759456,-0.943519540493396 51.4238692969136))"
RG6 5,RG 6 5,RG6,RG 6,RG,127,1.722696754345,0.66513693536668,474325,170643.503,-0.930765,51.429424,"POLYGON ((-0.944786305759371 51.4367445090565,-0.9440163830762 51.4375957289985,-0.940621328571246 51.4378705525534,-0.934855487205244 51.4371078980459,-0.928040867318903 51.4338267140653,-0.919466433926309 51.4332355294204,-0.921427551576084 51.4318148416102,-0.91925007816549 51.429600762887,-0.932268910047403 51.4258625291011,-0.933743155279088 51.4236998903956,-0.932781919965327 51.4229808099646,-0.935117718229489 51.4221118287994,-0.936859061297284 51.4245463955118,-0.940309583032251 51.4246045980723,-0.939779037291177 51.4251573188776,-0.941818431345115 51.4265335841038,-0.942077283280862 51.4290266887896,-0.944837102469876 51.4291144817363,-0.945295091514087 51.4298379278907,-0.944084534345038 51.4299349088011,-0.943920188985901 51.4308236366103,-0.945311761853914 51.4309890689113,-0.944020075967607 51.4314809364002,-0.943328065390572 51.4359166936745,-0.944786305759371 51.4367445090565))"
RG6 6,RG 6 6,RG6,RG 6,RG,35,1.0397297368429,0.40144189569581,473547.499,171945.569,-0.941678,51.441233,"POLYGON ((-0.954683348322653 51.4426635449857,-0.950363696182646 51.4453044971904,-0.947245485451354 51.4447229069722,-0.94419690034478 51.4467736323229,-0.939415033221873 51.445232956799,-0.935001358127235 51.4432057845122,-0.93174146122014 51.4398490861286,-0.933245226123288 51.437677743141,-0.934855487205244 51.4371078980459,-0.940621328571246 51.4378705525534,-0.9440163830762 51.4375957289985,-0.944786305759371 51.4367445090565,-0.954683348322653 51.4426635449857))"
RG6 7,RG 6 7,RG6,RG 6,RG,145,1.9976226613946,0.77128642151775,475240.998,171679.002,-0.91737,51.438613,"POLYGON ((-0.939415033221873 51.445232956799,-0.937438178074132 51.4467077422069,-0.935695903571308 51.4461344280056,-0.932311784437775 51.4425429030975,-0.930621577673833 51.4422127856517,-0.930408844891132 51.4426963540972,-0.925367072655453 51.4411036528008,-0.92354677297501 51.4438654644066,-0.921382386755671 51.4429014268758,-0.916070500868135 51.4411799891849,-0.900994818176167 51.4392502411731,-0.898234272233713 51.4391704028749,-0.900382027147876 51.4372033744478,-0.899774788553989 51.4349317395059,-0.904799216836526 51.4341784488969,-0.905906984975746 51.4329748710124,-0.906422768899489 51.4336630510485,-0.910092293461504 51.4330138481259,-0.911721349131938 51.4316532501402,-0.91552783231433 51.4343231143117,-0.919466433926309 51.4332355294204,-0.928040867318903 51.4338267140653,-0.934855487205244 51.4371078980459,-0.933245226123288 51.437677743141,-0.93174146122014 51.4398490861286,-0.935001358127235 51.4432057845122,-0.939415033221873 51.445232956799))"
RG7 1,RG 7 1,RG7,RG 7,RG,289,32.744303542949,12.642646277902,472077.5,165303.002,-0.964177,51.381697,"POLYGON ((-0.971320128471929 51.3575414962577,-0.970809565985225 51.3588843790806,-0.975166989643437 51.3599207487872,-0.983926557565929 51.3599970223644,-0.987884667652003 51.360921407132,-0.985522049662877 51.3618901695377,-0.991855180249492 51.3665216911973,-0.990950411874619 51.3684741280164,-0.987906347255633 51.3710196562265,-0.984735802294796 51.3708213512044,-0.982016889126476 51.3722814696824,-0.981379420294351 51.3738225500724,-0.978798085847395 51.3755444847299,-0.985544004718218 51.3797573339448,-0.988578946018743 51.3835242231014,-0.991053389686758 51.3827453097342,-0.99344813559912 51.3803560288002,-1.00288990785746 51.3816146911429,-1.00509729079429 51.3831980457491,-1.02064049605254 51.3881485875649,-1.02100802903876 51.3924767893675,-1.023848418949 51.3940830528481,-1.02364576126924 51.3975252669455,-1.03173573937429 51.3962975484992,-1.03271661285642 51.3968181215155,-1.03158955825971 51.4011788896596,-1.02970991579839 51.4030516464518,-1.02737406169039 51.4047318132122,-1.02373663789855 51.4054119129592,-1.01988003003082 51.4076007334303,-1.01490989884781 51.4073882769826,-1.01235043949774 51.4094078595463,-1.01181125939005 51.4110757819124,-1.01662982783607 51.4176983576191,-1.01099802199273 51.4167788474183,-1.00741987971742 51.4179895003312,-1.00061813463788 51.4173112728703,-0.995333689858413 51.417616785921,-0.995696107413965 51.4194542550399,-0.985968343030179 51.4171224722795,-0.97213697233858 51.4125150951636,-0.966113666421016 51.4118057326201,-0.959046235166839 51.4121298303175,-0.955546511615571 51.4130068984539,-0.959093993485516 51.4100262063338,-0.962791514629429 51.4086561818484,-0.961973379103005 51.404782437181,-0.958583163140967 51.4027650977646,-0.958847707083246 51.3961763520906,-0.961978568784861 51.3962940997411,-0.96104982872515 51.3941457701931,-0.959803365793796 51.39333438748,-0.957677444338816 51.3939089814774,-0.955148943873997 51.3913327735252,-0.947744912784133 51.388919676519,-0.943191478021915 51.3863160182313,-0.936197294625736 51.3842654596936,-0.928245848414351 51.3856947037465,-0.923171021135442 51.3882288738465,-0.922299556283709 51.3843363620131,-0.919822187103927 51.3851857990048,-0.908162539290779 51.3835850792146,-0.907854504972834 51.3808306294724,-0.904751282565906 51.3771959215221,-0.9042444454665 51.3725422936502,-0.898818214060965 51.3633735169851,-0.901094582893412 51.3624866799649,-0.906743239567527 51.36353760922,-0.912405655040959 51.3640128940095,-0.913758368253445 51.363908579524,-0.913764759072777 51.3630274021073,-0.918348971533907 51.3629349583938,-0.917778937365426 51.3645752181901,-0.924066403948482 51.365972894528,-0.930185886895425 51.3647340747456,-0.937049482881557 51.364841479273,-0.939662282133002 51.3624193931766,-0.939464002272792 51.360430301037,-0.940968988520694 51.3575414962577,-0.971320128471929 51.3575414962577))"
