PostSect,Structured_PostSect,PostDist,Structurred_Dist,PostArea,Postcode_Count,AREA_KM,AREA_MI,X_Coord,Y_Coord,Longitude,Latitude,Geometry
RG2 7,RG 2 7,RG2,RG 2,RG,230,2.4080009888961,0.92973437958512,472660.5,171306.498,-0.95457,51.435601,"POLYGON ((-0.968995670643544 51.4281514244002,-0.967300908090177 51.4312297401531,-0.968092408603502 51.4331339969804,-0.967449433644495 51.4367699969605,-0.966501651791396 51.4386049925739,-0.96400735677377 51.4388347738594,-0.964946667334433 51.4443821011808,-0.960531419980801 51.444918537593,-0.954683348322653 51.4426635449857,-0.944786305759371 51.4367445090565,-0.943328065390572 51.4359166936745,-0.944020075967607 51.4314809364002,-0.945311761853914 51.4309890689113,-0.943920188985901 51.4308236366103,-0.944084534345038 51.4299349088011,-0.945295091514087 51.4298379278907,-0.944837102469876 51.4291144817363,-0.946421837397549 51.4277529156616,-0.952991917445255 51.4272723146641,-0.959174547860953 51.4273812918443,-0.960213296320422 51.4291438744739,-0.962965204617781 51.4289435194508,-0.965366156925061 51.4277238383422,-0.968995670643544 51.4281514244002))"
RG2 8,RG 2 8,RG2,RG 2,RG,232,2.4360409994167,0.9405606881727,472682.996,169576.998,-0.954602,51.420048,"POLYGON ((-0.97249175770115 51.4146493068828,-0.969095488240205 51.4217950556225,-0.968995670643544 51.4281514244002,-0.965366156925061 51.4277238383422,-0.962965204617781 51.4289435194508,-0.960213296320422 51.4291438744739,-0.959174547860953 51.4273812918443,-0.952991917445255 51.4272723146641,-0.946421837397549 51.4277529156616,-0.944837102469876 51.4291144817363,-0.942077283280862 51.4290266887896,-0.941818431345115 51.4265335841038,-0.939779037291177 51.4251573188776,-0.940309583032251 51.4246045980723,-0.943519540493396 51.4238692969136,-0.947670090326782 51.4241314374705,-0.95116489922052 51.4216270403108,-0.955355045532119 51.4176270680962,-0.955546511615571 51.4130068984539,-0.959046235166839 51.4121298303175,-0.966113666421016 51.4118057326201,-0.97213697233858 51.4125150951636,-0.97249175770115 51.4146493068828))"
RG2 9,RG 2 9,RG2,RG 2,RG,192,17.531892913858,6.7691016973756,475029,167153.502,-0.921378,51.397953,"POLYGON ((-0.955546511615571 51.4130068984539,-0.955355045532119 51.4176270680962,-0.95116489922052 51.4216270403108,-0.947670090326782 51.4241314374705,-0.943519540493396 51.4238692969136,-0.945688460886984 51.4221173759456,-0.947541330967892 51.4184653816794,-0.946928595518554 51.417596628136,-0.948611459544261 51.4169553296771,-0.949517039630595 51.4144636914338,-0.938709450186655 51.4185475792738,-0.932693059573356 51.4200036278378,-0.926092402255169 51.4205997577666,-0.915622460614565 51.4199909051694,-0.907652207577648 51.4207171483722,-0.909610151474941 51.4194225675674,-0.90860524519309 51.4169314305579,-0.906612746942788 51.4166610730348,-0.901599008768262 51.4140515180734,-0.895154665866865 51.4147372615394,-0.896315664897008 51.4113132572459,-0.894833371283617 51.4095728800402,-0.882868121937466 51.4049545256935,-0.882705892314629 51.4015809569202,-0.886421996935423 51.399512163823,-0.894163983596048 51.3985783686205,-0.89681087684861 51.3955100552291,-0.889875048343257 51.39463534107,-0.894571090556104 51.3930161384939,-0.896364999892422 51.3931320170358,-0.899177987085884 51.390308014593,-0.897700543972694 51.3889902093438,-0.897736175173238 51.3875069362075,-0.895448542631901 51.3864242818375,-0.888438332067414 51.385117114071,-0.886276725196995 51.3835859183294,-0.898888027946244 51.3784358253793,-0.901825755908527 51.3763592293253,-0.9042444454665 51.3725422936502,-0.904751282565906 51.3771959215221,-0.907854504972834 51.3808306294724,-0.908162539290779 51.3835850792146,-0.919822187103927 51.3851857990048,-0.922299556283709 51.3843363620131,-0.923171021135442 51.3882288738465,-0.928245848414351 51.3856947037465,-0.936197294625736 51.3842654596936,-0.943191478021915 51.3863160182313,-0.947744912784133 51.388919676519,-0.955148943873997 51.3913327735252,-0.957677444338816 51.3939089814774,-0.959803365793796 51.39333438748,-0.96104982872515 51.3941457701931,-0.961978568784861 51.3962940997411,-0.958847707083246 51.3961763520906,-0.958583163140967 51.4027650977646,-0.961973379103005 51.404782437181,-0.962791514629429 51.4086561818484,-0.959093993485516 51.4100262063338,-0.955546511615571 51.4130068984539))"
RG26 3,RG26 3,RG26,RG26,RG,207,8.2028350415477,3.1671323157092,460511.501,161161.002,-1.131074,51.345805,"POLYGON ((-1.11129639434684 51.3575414962577,-1.13767082312178 51.3575414962577,-1.13121008416422 51.3579891794573,-1.13027596480115 51.3595378512395,-1.12609625535533 51.3610623692574,-1.11593291462025 51.36300937229,-1.11129639434684 51.3575414962577))"
RG26 4,RG26 4,RG26,RG26,RG,121,2.3319341104326,0.90036479361679,459070,161941.499,-1.151642,51.352975,"POLYGON ((-1.14442908623652 51.3575414962577,-1.16135771560646 51.3575414962577,-1.16068038291862 51.3587974037362,-1.16277993847456 51.3594328606324,-1.1601011942665 51.3621922067898,-1.15810804588968 51.3612247668847,-1.15101137469856 51.3628550332812,-1.15002869323828 51.3616250857655,-1.14875425359577 51.3621912458786,-1.14737253154761 51.3607964868107,-1.14493100480594 51.3615609500603,-1.14414377498786 51.3598737554087,-1.14638484817967 51.3590718901762,-1.14442908623652 51.3575414962577))"
RG26 5,RG26 5,RG26,RG26,RG,286,80.625779612685,31.129787542625,459466.002,157164.001,-1.146753,51.309975,"POLYGON ((-1.16135771560646 51.3575414962577,-1.16376260480376 51.3575414962577,-1.16376260480376 51.3595857102088,-1.16277993847456 51.3594328606324,-1.16068038291862 51.3587974037362,-1.16135771560646 51.3575414962577))"
RG27 0,RG27 0,RG27,RG27,RG,219,55.848012968807,21.563038357563,474372.744,160141.999,-0.932278,51.334998,"MULTIPOLYGON (((-0.986937915957497 51.3575414962577,-0.986831224679714 51.3578910508697,-0.986731052283636 51.3598234532558,-0.987884667652003 51.360921407132,-0.983926557565929 51.3599970223644,-0.975166989643437 51.3599207487872,-0.970809565985225 51.3588843790806,-0.971320128471929 51.3575414962577,-0.986937915957497 51.3575414962577)),((-0.888958162742613 51.3575414962577,-0.940968988520694 51.3575414962577,-0.939464002272792 51.360430301037,-0.939662282133002 51.3624193931766,-0.937049482881557 51.364841479273,-0.930185886895425 51.3647340747456,-0.924066403948482 51.365972894528,-0.917778937365426 51.3645752181901,-0.918348971533907 51.3629349583938,-0.913764759072777 51.3630274021073,-0.913758368253445 51.363908579524,-0.912405655040959 51.3640128940095,-0.906743239567527 51.36353760922,-0.904242118704875 51.3612033330862,-0.900247912414815 51.3606533357293,-0.892474313353265 51.3578105582422,-0.889471743447262 51.3578450687747,-0.888958162742613 51.3575414962577)))"
RG30 1,RG30 1,RG30,RG30,RG,160,1.9356521020743,0.74735945479811,469793,174148.999,-0.99526,51.461519,"POLYGON ((-1.01440765842365 51.460840638094,-1.01398030515307 51.4626353468359,-1.01014369331446 51.4629897515622,-1.0082297598386 51.4622992063116,-1.00680966861592 51.4660457790007,-1.00725259818971 51.4688548844202,-1.00140494085834 51.4696325297981,-0.991084600934237 51.4669096473125,-0.979764248099303 51.4658406193717,-0.979011335057384 51.4647460021544,-0.987123164736487 51.4637733160586,-0.988630001470927 51.4626802786002,-0.988941675294987 51.4603001838352,-0.986967865358153 51.460382026642,-0.991158373645779 51.4544205987478,-0.993712420766373 51.4560880289471,-1.0048845516218 51.4585842065483,-1.00510849570446 51.4575520640796,-1.00616714280138 51.4578486969206,-1.00788074860814 51.4598055109216,-1.01021735783845 51.4602478411265,-1.01193149990578 51.4615211487027,-1.01373845988646 51.4605023245771,-1.01440765842365 51.460840638094))"
RG30 2,RG30 2,RG30,RG30,RG,230,2.1279478486606,0.8216052576336,468965.001,173062.001,-1.00739,51.451847,"POLYGON ((-1.01554004457525 51.4603915203847,-1.01440765842365 51.460840638094,-1.01373845988646 51.4605023245771,-1.01193149990578 51.4615211487027,-1.01021735783845 51.4602478411265,-1.00788074860814 51.4598055109216,-1.00616714280138 51.4578486969206,-1.00510849570446 51.4575520640796,-1.0048845516218 51.4585842065483,-0.993712420766373 51.4560880289471,-0.991158373645779 51.4544205987478,-0.991885434801933 51.4521249745039,-0.993878533331954 51.4478709262645,-0.995648593735403 51.447868114611,-0.996754335963073 51.4466636702002,-0.999749782587632 51.4465544149593,-1.00106584824722 51.4455945216597,-1.00217669094546 51.4467818475599,-1.02058283419506 51.4433492999925,-1.02173433662284 51.4433319446002,-1.02180559061411 51.4440338755002,-1.02402973849906 51.4436478003517,-1.02584530037216 51.4435279640444,-1.02631211328561 51.4445839485889,-1.02083575501323 51.4443045380761,-1.01239272561901 51.448819615667,-1.01388659741673 51.4509541962818,-1.0155006455282 51.4508508984353,-1.01493123653785 51.4518981256648,-1.01152169385463 51.4531732455754,-1.01265309740279 51.4554308050731,-1.01542594542433 51.4570007179635,-1.01554004457525 51.4603915203847))"
RG30 3,RG30 3,RG30,RG30,RG,221,16.402640457852,6.3330948865725,468100,170023.5,-1.020422,51.424632,"POLYGON ((-1.05477089995136 51.4342693252889,-1.04878924153435 51.4355157734586,-1.04739885878463 51.4366554693066,-1.04129981955302 51.4386738357216,-1.03045643236916 51.4357342827828,-1.02457138771837 51.4364588227439,-1.02491550350278 51.4419196984444,-1.02402973849906 51.4436478003517,-1.02180559061411 51.4440338755002,-1.02173433662284 51.4433319446002,-1.02058283419506 51.4433492999925,-1.00217669094546 51.4467818475599,-1.00106584824722 51.4455945216597,-0.999749782587632 51.4465544149593,-0.996754335963073 51.4466636702002,-0.995648593735403 51.447868114611,-0.993878533331954 51.4478709262645,-0.996489143079008 51.4416888877738,-0.995841439310024 51.4384193338654,-0.992627415142416 51.438679516966,-0.988153051974226 51.4419319729955,-0.981877510270329 51.4426779788054,-0.977112804363649 51.4408381148074,-0.97798299977964 51.4347222797083,-0.98293928274355 51.4337402257679,-0.985475480894899 51.4341938686836,-0.988275721966565 51.4272583561941,-0.995307874895349 51.4247021288077,-0.996178127685679 51.4223986946813,-0.997102324486652 51.4222267295468,-0.995696107413965 51.4194542550399,-0.995333689858413 51.417616785921,-1.00061813463788 51.4173112728703,-1.00741987971742 51.4179895003312,-1.01099802199273 51.4167788474183,-1.01662982783607 51.4176983576191,-1.01181125939005 51.4110757819124,-1.01235043949774 51.4094078595463,-1.01490989884781 51.4073882769826,-1.01988003003082 51.4076007334303,-1.02373663789855 51.4054119129592,-1.02737406169039 51.4047318132122,-1.02970991579839 51.4030516464518,-1.03583139682238 51.4052332461528,-1.04062180890156 51.4037169477748,-1.04550096013472 51.4055192184854,-1.04743534176359 51.4072163968944,-1.05133758384064 51.4048472590304,-1.05387801355784 51.4043552236214,-1.05747736498124 51.4047978145103,-1.06047168047562 51.402501970867,-1.06241163994467 51.4039471648557,-1.06418190498622 51.4052562194398,-1.06312275811558 51.4092490710648,-1.06141534223921 51.4097749540959,-1.06362302119545 51.4129127923786,-1.06662650692605 51.4144114324435,-1.0655695925927 51.4154730091542,-1.06220205348472 51.415599029688,-1.06190960450328 51.4179435199855,-1.0603986590956 51.4186956935614,-1.06298471402884 51.4202270373778,-1.06198404690115 51.4213340620062,-1.06290522366373 51.4212964862851,-1.06266161908356 51.4219599270359,-1.06119580088668 51.4226045962549,-1.04482905531495 51.4232816283182,-1.04111570986862 51.4247889373696,-1.03950136302253 51.4263223331751,-1.05477089995136 51.4342693252889))"
RG30 4,RG30 4,RG30,RG30,RG,252,2.9525514159214,1.1399864748948,467571.998,173092.002,-1.02743,51.452285,"POLYGON ((-1.04535812407443 51.4538042929647,-1.04487632341868 51.4555177701099,-1.04235639724909 51.4562614809697,-1.04024215079804 51.4582494355803,-1.03946507004855 51.457905431913,-1.0360349250158 51.4605078172374,-1.0366488183238 51.4607466658746,-1.03626918588865 51.4610043275745,-1.03350372738936 51.4590393598558,-1.03225226635962 51.4596854339996,-1.02950432642214 51.4589433209973,-1.02493068047645 51.4594539064719,-1.02262649874829 51.4574835220015,-1.02037024659608 51.4579952429886,-1.0211683305427 51.4597103155191,-1.01827289886421 51.4611608011348,-1.01554004457525 51.4603915203847,-1.01542594542433 51.4570007179635,-1.01265309740279 51.4554308050731,-1.01152169385463 51.4531732455754,-1.01493123653785 51.4518981256648,-1.0155006455282 51.4508508984353,-1.01388659741673 51.4509541962818,-1.01239272561901 51.448819615667,-1.02083575501323 51.4443045380761,-1.02631211328561 51.4445839485889,-1.03569706393495 51.4492113113819,-1.04227950897855 51.4482402080657,-1.0464076592611 51.4504049248401,-1.04535812407443 51.4538042929647))"
RG30 6,RG30 6,RG30,RG30,RG,113,1.6068523366314,0.62040915563235,468070.499,174400.002,-1.020005,51.463986,"POLYGON ((-1.03626918588865 51.4610043275745,-1.03486682029905 51.4619728944419,-1.03346075916783 51.4617544688567,-1.03364041905098 51.4627899798024,-1.03074888296201 51.4647443812444,-1.03142093388524 51.4669978739704,-1.0266162971766 51.4715619293096,-1.01788672654662 51.4670831811152,-1.0134294538671 51.466820962798,-1.00725259818971 51.4688548844202,-1.00680966861592 51.4660457790007,-1.0082297598386 51.4622992063116,-1.01014369331446 51.4629897515622,-1.01398030515307 51.4626353468359,-1.01440765842365 51.460840638094,-1.01554004457525 51.4603915203847,-1.01827289886421 51.4611608011348,-1.0211683305427 51.4597103155191,-1.02037024659608 51.4579952429886,-1.02262649874829 51.4574835220015,-1.02493068047645 51.4594539064719,-1.02950432642214 51.4589433209973,-1.03225226635962 51.4596854339996,-1.03350372738936 51.4590393598558,-1.03626918588865 51.4610043275745))"
RG31 4,RG31 4,RG31,RG31,RG,98,1.5655156445335,0.60444896958634,465873.998,172456.504,-1.051984,51.446771,"POLYGON ((-1.06480393306876 51.4438361205635,-1.0640039447143 51.4470758369151,-1.06154662856461 51.4497177394493,-1.05939653769751 51.450006237006,-1.05369448099517 51.4522532527281,-1.0527779441368 51.4534237989627,-1.04535812407443 51.4538042929647,-1.0464076592611 51.4504049248401,-1.04227950897855 51.4482402080657,-1.04206844385135 51.4425107094282,-1.04974751220743 51.4420246632205,-1.05079435333714 51.4408102345032,-1.05576030878546 51.4407064991925,-1.05867449157821 51.4410266658667,-1.06010452882682 51.4435558361471,-1.06480393306876 51.4438361205635))"
RG31 5,RG31 5,RG31,RG31,RG,170,1.6814954932471,0.64922903952211,466171.364,173717.498,-1.04747,51.458075,"POLYGON ((-1.05750081185516 51.4672912258573,-1.05643632772642 51.4665543603024,-1.0586622297593 51.4661226104192,-1.05674590046362 51.464803415794,-1.04833045674301 51.4652120500885,-1.0478932694736 51.464084492102,-1.04004393584934 51.4628965940508,-1.0366488183238 51.4607466658746,-1.0360349250158 51.4605078172374,-1.03946507004855 51.457905431913,-1.04024215079804 51.4582494355803,-1.04235639724909 51.4562614809697,-1.04487632341868 51.4555177701099,-1.04535812407443 51.4538042929647,-1.0527779441368 51.4534237989627,-1.05369448099517 51.4522532527281,-1.05939653769751 51.450006237006,-1.06200509080795 51.4528170067708,-1.06142115711883 51.4551387661012,-1.05484905370298 51.4611555168788,-1.05685915275246 51.4635005350817,-1.06166877877971 51.4655262578642,-1.05988961807228 51.4673373619198,-1.05750081185516 51.4672912258573))"
RG31 6,RG31 6,RG31,RG31,RG,215,2.8193705651697,1.0885650609431,466584.5,175046.003,-1.041273,51.469971,"POLYGON ((-1.0350324482458 51.4752820774253,-1.0266162971766 51.4715619293096,-1.03142093388524 51.4669978739704,-1.03074888296201 51.4647443812444,-1.03364041905098 51.4627899798024,-1.03346075916783 51.4617544688567,-1.03486682029905 51.4619728944419,-1.03626918588865 51.4610043275745,-1.0366488183238 51.4607466658746,-1.04004393584934 51.4628965940508,-1.0478932694736 51.464084492102,-1.04833045674301 51.4652120500885,-1.05674590046362 51.464803415794,-1.0586622297593 51.4661226104192,-1.05643632772642 51.4665543603024,-1.05750081185516 51.4672912258573,-1.05894255282733 51.4699913887949,-1.05819797576748 51.4746881117343,-1.05598008646164 51.4782040232397,-1.05218803498641 51.4777418772911,-1.05046608231814 51.4802276730171,-1.04851908417735 51.4796813471706,-1.04632702556357 51.4763815048732,-1.03591743287472 51.4742822921324,-1.0350324482458 51.4752820774253))"
RG31 7,RG31 7,RG31,RG31,RG,127,2.4797610650688,0.95744109989258,466341.501,171847.498,-1.045372,51.441241,"POLYGON ((-1.06969347883409 51.4418428950054,-1.06480393306876 51.4438361205635,-1.06010452882682 51.4435558361471,-1.05867449157821 51.4410266658667,-1.05576030878546 51.4407064991925,-1.05079435333714 51.4408102345032,-1.04974751220743 51.4420246632205,-1.04206844385135 51.4425107094282,-1.04227950897855 51.4482402080657,-1.03569706393495 51.4492113113819,-1.02631211328561 51.4445839485889,-1.02584530037216 51.4435279640444,-1.02402973849906 51.4436478003517,-1.02491550350278 51.4419196984444,-1.02457138771837 51.4364588227439,-1.03045643236916 51.4357342827828,-1.04129981955302 51.4386738357216,-1.04739885878463 51.4366554693066,-1.04878924153435 51.4355157734586,-1.05477089995136 51.4342693252889,-1.0656636108155 51.4390773182077,-1.06969347883409 51.4418428950054))"
RG4 5,RG 4 5,RG4,RG 4,RG,112,1.2641198246223,0.48807939294296,472428.5,175007.499,-0.95715,51.468907,"POLYGON ((-0.958715182105359 51.477327027539,-0.95085373322514 51.4716460628325,-0.955184050450131 51.4705337233518,-0.963440551750337 51.4715061789943,-0.966829645267397 51.4712573237067,-0.968640469003733 51.4707607792427,-0.968776083447652 51.4692153673088,-0.967258640632498 51.4688333693557,-0.957841587684649 51.4701617513334,-0.953230756128603 51.4690686752687,-0.949208153807998 51.4693204554771,-0.947370670931648 51.4665884142497,-0.95360716181349 51.4651964938436,-0.955433922741908 51.4614811494693,-0.957219900209647 51.4620635465524,-0.956312122014833 51.4639976940977,-0.958650547867927 51.4637217389539,-0.959382920386278 51.4656975253891,-0.969121502607034 51.4673031516624,-0.970053883219981 51.4687320075196,-0.968749778298523 51.472299352369,-0.965250604615597 51.4748671484087,-0.964527034542071 51.4769378213791,-0.958715182105359 51.477327027539))"
RG4 6,RG 4 6,RG4,RG 4,RG,180,9.4703910233632,3.6565384163615,474799,175705.499,-0.922877,51.474874,"POLYGON ((-0.963440551750337 51.4715061789943,-0.955184050450131 51.4705337233518,-0.95085373322514 51.4716460628325,-0.958715182105359 51.477327027539,-0.957428622093397 51.4813349641366,-0.961575625566805 51.4813537730157,-0.962658777309613 51.4824872797432,-0.956189701678907 51.4908192873428,-0.955015206388543 51.4917889297143,-0.952461812881728 51.4894463060774,-0.945888204595502 51.4871934104941,-0.942919975721869 51.4835070012054,-0.942906049841459 51.4816185912538,-0.933757971604842 51.4780649464232,-0.931766517425243 51.4782445943602,-0.932602320043568 51.4788366905938,-0.930713386489608 51.4814092005092,-0.926296259677585 51.4849206033079,-0.925002125089165 51.4842253893131,-0.923039236132013 51.4795136330919,-0.913785574775713 51.4756337547588,-0.911833245238758 51.4765957632346,-0.900985958617693 51.4737880440454,-0.897898721808763 51.4746313069061,-0.891317828612293 51.4746591808209,-0.887242351705491 51.4717252296792,-0.884224851138866 51.472065213188,-0.882620904552395 51.4711237709869,-0.880308117420755 51.4697349841298,-0.886831532103032 51.4667128410209,-0.891193326678881 51.4673206640442,-0.896213200563132 51.4669093814575,-0.901874872739832 51.4625475105597,-0.902371383566873 51.4634513559193,-0.915645343245422 51.4609582286526,-0.916657635144495 51.4601492863221,-0.919525314229508 51.4600139309295,-0.925085867756046 51.4616655702213,-0.930868199089971 51.461232816256,-0.933633612849483 51.461779556426,-0.942376876607824 51.4602851479689,-0.949649915068886 51.4594872615044,-0.955433922741908 51.4614811494693,-0.95360716181349 51.4651964938436,-0.947370670931648 51.4665884142497,-0.949208153807998 51.4693204554771,-0.953230756128603 51.4690686752687,-0.957841587684649 51.4701617513334,-0.967258640632498 51.4688333693557,-0.968776083447652 51.4692153673088,-0.968640469003733 51.4707607792427,-0.966829645267397 51.4712573237067,-0.963440551750337 51.4715061789943))"
RG4 7,RG 4 7,RG4,RG 4,RG,238,15.66289087426,6.0474759755668,468697,177237.5,-1.010434,51.489423,"POLYGON ((-1.05193699370368 51.491937820601,-1.04849950549913 51.495848333533,-1.04535582661512 51.5049763708674,-1.03432449018516 51.5142644963151,-1.03249575478273 51.5141955000369,-1.03023688390046 51.5126662249095,-1.02370905993034 51.5106339389066,-1.02505638300933 51.509620101092,-1.02123596241852 51.5076910467016,-1.01596453454071 51.506918561635,-1.0084328962872 51.5034023207675,-1.00154197399035 51.4917175221817,-0.994781367284319 51.4919475363803,-0.995115398253202 51.48855157466,-0.993282708772424 51.486090076779,-0.991717224370044 51.4852403592614,-0.986869088653759 51.4856481439124,-0.983589032168097 51.4848375291236,-0.982125988753816 51.481983433602,-0.980188918245489 51.4803750686026,-0.977001302890086 51.4793132820876,-0.973295646074784 51.474398304042,-0.972793958734523 51.4698080439005,-0.973854033122357 51.4681179113871,-0.975973839003762 51.4686040573763,-0.977296068741048 51.4654864268467,-0.979764248099303 51.4658406193717,-0.991084600934237 51.4669096473125,-1.00140494085834 51.4696325297981,-1.00725259818971 51.4688548844202,-1.0134294538671 51.466820962798,-1.01788672654662 51.4670831811152,-1.0266162971766 51.4715619293096,-1.0350324482458 51.4752820774253,-1.03907210926433 51.477644163647,-1.03760952228913 51.4841961783335,-1.04004486104472 51.4868686575605,-1.04282306525161 51.4890044483938,-1.05193699370368 51.491937820601))"
RG4 8,RG 4 8,RG4,RG 4,RG,248,3.405411709457,1.3148368117471,471633.503,175874.995,-0.968418,51.476808,"POLYGON ((-0.983589032168097 51.4848375291236,-0.978185750849094 51.4855998877692,-0.97928312942227 51.490635856913,-0.974593733635109 51.4922853848289,-0.970285211968298 51.4904402776085,-0.961931847919205 51.4935767164144,-0.956894695073556 51.4933792222347,-0.956189701678907 51.4908192873428,-0.962658777309613 51.4824872797432,-0.961575625566805 51.4813537730157,-0.957428622093397 51.4813349641366,-0.958715182105359 51.477327027539,-0.964527034542071 51.4769378213791,-0.965250604615597 51.4748671484087,-0.968749778298523 51.472299352369,-0.970053883219981 51.4687320075196,-0.969121502607034 51.4673031516624,-0.959382920386278 51.4656975253891,-0.958650547867927 51.4637217389539,-0.956312122014833 51.4639976940977,-0.957219900209647 51.4620635465524,-0.960820467673171 51.4626170572959,-0.967896666717619 51.4609710342508,-0.970674158891757 51.4622813572853,-0.970892976301088 51.4634341792896,-0.977296068741048 51.4654864268467,-0.975973839003762 51.4686040573763,-0.973854033122357 51.4681179113871,-0.972793958734523 51.4698080439005,-0.973295646074784 51.474398304042,-0.977001302890086 51.4793132820876,-0.980188918245489 51.4803750686026,-0.982125988753816 51.481983433602,-0.983589032168097 51.4848375291236))"
RG4 9,RG 4 9,RG4,RG 4,RG,197,21.438847017554,8.277585110139,471031.498,179794.004,-0.976297,51.51212,"POLYGON ((-1.00889084195839 51.5432549370844,-1.00780508577305 51.540937534552,-1.01307532670482 51.5392734926499,-1.02129157904319 51.5387219580745,-1.02134748148455 51.5361147683586,-1.01949539174671 51.5344089053299,-1.00385556528797 51.5322809741734,-0.998790615932722 51.5292077252446,-0.994989926811492 51.5289773841985,-0.992220097405009 51.5277577127464,-0.994561803677363 51.5261593052529,-0.991893937134515 51.5242481527459,-0.990619763856108 51.5251633488586,-0.981422355323684 51.5206779218727,-0.979522488169062 51.5218483532736,-0.978306049774742 51.5214601329754,-0.976009525720229 51.52424554126,-0.967494237700516 51.5208978833533,-0.967613798458655 51.5187949265604,-0.959638561524184 51.5126909390243,-0.964062288238274 51.5095290246756,-0.949607509557857 51.4995814920145,-0.945606832149334 51.4981428393231,-0.938643471047844 51.4971269195067,-0.931900250322782 51.4940984668739,-0.924047315498096 51.4935861442184,-0.919352508617121 51.4917086407376,-0.919734770715798 51.4895541122251,-0.926296259677585 51.4849206033079,-0.930713386489608 51.4814092005092,-0.932602320043568 51.4788366905938,-0.931766517425243 51.4782445943602,-0.933757971604842 51.4780649464232,-0.942906049841459 51.4816185912538,-0.942919975721869 51.4835070012054,-0.945888204595502 51.4871934104941,-0.952461812881728 51.4894463060774,-0.955015206388543 51.4917889297143,-0.956189701678907 51.4908192873428,-0.956894695073556 51.4933792222347,-0.961931847919205 51.4935767164144,-0.970285211968298 51.4904402776085,-0.974593733635109 51.4922853848289,-0.97928312942227 51.490635856913,-0.978185750849094 51.4855998877692,-0.983589032168097 51.4848375291236,-0.986869088653759 51.4856481439124,-0.991717224370044 51.4852403592614,-0.993282708772424 51.486090076779,-0.995115398253202 51.48855157466,-0.994781367284319 51.4919475363803,-1.00154197399035 51.4917175221817,-1.0084328962872 51.5034023207675,-1.01596453454071 51.506918561635,-1.02123596241852 51.5076910467016,-1.02505638300933 51.509620101092,-1.02370905993034 51.5106339389066,-1.03023688390046 51.5126662249095,-1.03249575478273 51.5141955000369,-1.03432449018516 51.5142644963151,-1.03552057798269 51.5149486948851,-1.03471013127617 51.5157962716234,-1.03675300209227 51.5173326777408,-1.03154632011252 51.5188723566846,-1.02830600897908 51.5207877728804,-1.03616416861015 51.5281629017494,-1.03401553957648 51.5288735367428,-1.0316306030878 51.5284942223748,-1.02748706235196 51.5267604713068,-1.02010119181341 51.5276791201953,-1.02495122567031 51.5314241194014,-1.02443124135109 51.5415894638979,-1.02297190809702 51.5432549370844,-1.00889084195839 51.5432549370844))"
RG40 1,RG40 1,RG40,RG40,RG,320,3.1934623498268,1.2330027064922,482591.498,168939.001,-0.812267,51.412955,"POLYGON ((-0.840935631962285 51.4206880383952,-0.833055218826404 51.4206548179421,-0.830853556531449 51.4195718543987,-0.829130751960636 51.4200222006533,-0.829755395300127 51.4209006881783,-0.827656102938383 51.4214462293192,-0.821621406343219 51.4212238298071,-0.818621179536028 51.4137483134288,-0.812191734251041 51.4154816881979,-0.809057566588978 51.4182194425863,-0.798400657299212 51.4127514606811,-0.795348115052747 51.4140059851439,-0.79070043133621 51.4135714951391,-0.790274942210944 51.411714736098,-0.786494996753206 51.4078450752306,-0.791176182243568 51.4053486996625,-0.799434110589176 51.4056853597216,-0.805109971232376 51.4091153023857,-0.819253173628475 51.4098700647931,-0.819088340190992 51.4106867144804,-0.822959420777495 51.4105637529451,-0.823694985724542 51.4115962889276,-0.827110251014456 51.4118642371974,-0.833773340464782 51.4093859802557,-0.839577667867868 51.4118354795175,-0.838762850644118 51.4122140495824,-0.84011259708153 51.4128568517474,-0.840115705238503 51.4138729608468,-0.838814061864862 51.4164408519268,-0.840935631962285 51.4206880383952))"
RG40 2,RG40 2,RG40,RG40,RG,127,2.2626251622011,0.87360445909829,482079.501,168133.501,-0.819815,51.405787,"POLYGON ((-0.840000573723252 51.4121723690233,-0.839577667867868 51.4118354795175,-0.833773340464782 51.4093859802557,-0.827110251014456 51.4118642371974,-0.823694985724542 51.4115962889276,-0.822959420777495 51.4105637529451,-0.819088340190992 51.4106867144804,-0.819253173628475 51.4098700647931,-0.805109971232376 51.4091153023857,-0.799434110589176 51.4056853597216,-0.813915246253257 51.4038904220253,-0.822356506416429 51.401565725589,-0.829176401407268 51.4007797713277,-0.832506263408504 51.4015503019831,-0.83497016493963 51.4007655781834,-0.839993630255734 51.4027846310635,-0.83904012136295 51.4046724984892,-0.839587383038097 51.4063414128276,-0.843153722439842 51.4114391519752,-0.841057375548095 51.4113195616159,-0.840000573723252 51.4121723690233))"
