PostDist,Structurred_Dist,PostArea,Postcode_Count,AREA_KM,AREA_MI,X_Coord,Y_Coord,Longitude,Latitude,Geometry
RG31,RG31,RG,610,8.5461427680191,3.29968416994413,466242.84075,173266.87575,-1.04652475,51.4540145,"POLYGON ((-1.02402973849906 51.4436478003517,-1.02584530037216 51.4435279640444,-1.02631211328561 51.4445839485889,-1.03569706393495 51.4492113113819,-1.04227950897855 51.4482402080657,-1.0464076592611 51.4504049248401,-1.04535812407443 51.4538042929647,-1.04487632341868 51.4555177701099,-1.04235639724909 51.4562614809697,-1.04024215079804 51.4582494355803,-1.03946507004855 51.457905431913,-1.0360349250158 51.4605078172374,-1.0366488183238 51.4607466658746,-1.03626918588865 51.4610043275745,-1.03486682029905 51.4619728944419,-1.03346075916783 51.4617544688567,-1.03364041905098 51.4627899798024,-1.03074888296201 51.4647443812444,-1.03142093388524 51.4669978739704,-1.0266162971766 51.4715619293096,-1.0350324482458 51.4752820774253,-1.03591743287472 51.4742822921324,-1.04632702556357 51.4763815048732,-1.04851908417735 51.4796813471706,-1.05046608231814 51.4802276730171,-1.05218803498641 51.4777418772911,-1.05598008646164 51.4782040232397,-1.05819797576748 51.4746881117343,-1.05894255282733 51.4699913887949,-1.05750081185516 51.4672912258573,-1.05988961807228 51.4673373619198,-1.06166877877971 51.4655262578642,-1.05685915275246 51.4635005350817,-1.05484905370298 51.4611555168788,-1.06142115711883 51.4551387661012,-1.06200509080795 51.4528170067708,-1.05939653769751 51.450006237006,-1.06154662856461 51.4497177394493,-1.0640039447143 51.4470758369151,-1.06480393306876 51.4438361205635,-1.06969347883409 51.4418428950054,-1.0656636108155 51.4390773182077,-1.05477089995136 51.4342693252889,-1.04878924153435 51.4355157734586,-1.04739885878463 51.4366554693066,-1.04129981955302 51.4386738357216,-1.03045643236916 51.4357342827828,-1.02457138771837 51.4364588227439,-1.02491550350278 51.4419196984444,-1.02402973849906 51.4436478003517))"
RG4,RG 4,RG,975,51.2416604492565,19.7845157067574,471717.9002,176723.8994,-0.9670352,51.4844264,"POLYGON ((-1.00889084195839 51.5432549370844,-1.02297190809702 51.5432549370844,-1.02443124135109 51.5415894638979,-1.02495122567031 51.5314241194014,-1.02010119181341 51.5276791201953,-1.02748706235196 51.5267604713068,-1.0316306030878 51.5284942223748,-1.03401553957648 51.5288735367428,-1.03616416861015 51.5281629017494,-1.02830600897908 51.5207877728804,-1.03154632011252 51.5188723566846,-1.03675300209227 51.5173326777408,-1.03471013127617 51.5157962716234,-1.03552057798269 51.5149486948851,-1.03432449018516 51.5142644963151,-1.04535582661512 51.5049763708674,-1.04849950549913 51.495848333533,-1.05193699370368 51.491937820601,-1.04282306525161 51.4890044483938,-1.04004486104472 51.4868686575605,-1.03760952228913 51.4841961783335,-1.03907210926433 51.477644163647,-1.0350324482458 51.4752820774253,-1.0266162971766 51.4715619293096,-1.01788672654662 51.4670831811152,-1.0134294538671 51.466820962798,-1.00725259818971 51.4688548844202,-1.00140494085834 51.4696325297981,-0.991084600934237 51.4669096473125,-0.979764248099303 51.4658406193717,-0.977296068741048 51.4654864268467,-0.970892976301088 51.4634341792896,-0.970674158891757 51.4622813572853,-0.967896666717619 51.4609710342508,-0.960820467673171 51.4626170572959,-0.957219900209647 51.4620635465524,-0.955433922741908 51.4614811494693,-0.949649915068886 51.4594872615044,-0.942376876607824 51.4602851479689,-0.933633612849483 51.461779556426,-0.930868199089971 51.461232816256,-0.925085867756046 51.4616655702213,-0.919525314229508 51.4600139309295,-0.916657635144495 51.4601492863221,-0.915645343245422 51.4609582286526,-0.902371383566873 51.4634513559193,-0.901874872739832 51.4625475105597,-0.896213200563132 51.4669093814575,-0.891193326678881 51.4673206640442,-0.886831532103032 51.4667128410209,-0.880308117420755 51.4697349841298,-0.882620904552395 51.4711237709869,-0.884224851138866 51.472065213188,-0.887242351705491 51.4717252296792,-0.891317828612293 51.4746591808209,-0.897898721808763 51.4746313069061,-0.900985958617693 51.4737880440454,-0.911833245238758 51.4765957632346,-0.913785574775713 51.4756337547588,-0.923039236132013 51.4795136330919,-0.925002125089165 51.4842253893131,-0.926296259677585 51.4849206033079,-0.919734770715798 51.4895541122251,-0.919352508617121 51.4917086407376,-0.924047315498096 51.4935861442184,-0.931900250322782 51.4940984668739,-0.938643471047844 51.4971269195067,-0.945606832149334 51.4981428393231,-0.949607509557857 51.4995814920145,-0.964062288238274 51.5095290246756,-0.959638561524184 51.5126909390243,-0.967613798458655 51.5187949265604,-0.967494237700516 51.5208978833533,-0.976009525720229 51.52424554126,-0.978306049774742 51.5214601329754,-0.979522488169062 51.5218483532736,-0.981422355323684 51.5206779218727,-0.990619763856108 51.5251633488586,-0.991893937134515 51.5242481527459,-0.994561803677363 51.5261593052529,-0.992220097405009 51.5277577127464,-0.994989926811492 51.5289773841985,-0.998790615932722 51.5292077252446,-1.00385556528797 51.5322809741734,-1.01949539174671 51.5344089053299,-1.02134748148455 51.5361147683586,-1.02129157904319 51.5387219580745,-1.01307532670482 51.5392734926499,-1.00780508577305 51.540937534552,-1.00889084195839 51.5432549370844))"
RG40,RG40,RG,918,43.9027880906886,16.9509612478466,481428.7998,167608.2006,-0.829283,51.4011552,"POLYGON ((-0.888958162742613 51.3575414962577,-0.837062503912799 51.3575414962577,-0.837816776710988 51.3604644229946,-0.832732701446042 51.3740099739588,-0.826447219739586 51.3748464280193,-0.827005205028653 51.3777474416412,-0.808346768920324 51.3808322846588,-0.803033664380167 51.3829003002669,-0.798314747161631 51.3836612455544,-0.795782023690711 51.3837971528493,-0.794696833773702 51.3818886690645,-0.792122257316315 51.3819790341789,-0.789975380277499 51.3832877804685,-0.785123860106717 51.3814481398884,-0.775754132191327 51.3820160477357,-0.773886025382837 51.382554047293,-0.771835899466358 51.387208479947,-0.774289844729234 51.3868024939756,-0.783313180308479 51.3982534908878,-0.786998537335521 51.404028682553,-0.786494996753206 51.4078450752306,-0.790274942210944 51.411714736098,-0.79070043133621 51.4135714951391,-0.795348115052747 51.4140059851439,-0.792284021918802 51.415143450975,-0.793571914164895 51.4181150538151,-0.793093038395988 51.4215540713252,-0.807128076865331 51.4271559158504,-0.805895747530064 51.4313875523992,-0.803369543286422 51.4333760598772,-0.802081511013311 51.4358716752383,-0.801887515937658 51.4432880321683,-0.805027722340516 51.4481217654577,-0.805711149806685 51.4522651162944,-0.821104536095515 51.446342243083,-0.832410258504936 51.4403228824714,-0.850761628008914 51.4337511678178,-0.854750646079194 51.4312814390268,-0.839582168854906 51.4275625214537,-0.840935631962285 51.4206880383952,-0.838814061864862 51.4164408519268,-0.840115705238503 51.4138729608468,-0.84011259708153 51.4128568517474,-0.838762850644118 51.4122140495824,-0.839577667867868 51.4118354795175,-0.840000573723252 51.4121723690233,-0.841057375548095 51.4113195616159,-0.843153722439842 51.4114391519752,-0.839587383038097 51.4063414128276,-0.83904012136295 51.4046724984892,-0.839993630255734 51.4027846310635,-0.83497016493963 51.4007655781834,-0.836316289262466 51.3958692748213,-0.838998993336828 51.3966422689829,-0.839561758310687 51.3988328140671,-0.842261514579322 51.3995070248693,-0.843865209665623 51.3991900580122,-0.841671651028309 51.3972531106815,-0.841560009787263 51.3954087227852,-0.844965018519505 51.3960447089957,-0.847152391268785 51.3942319410148,-0.854631270637025 51.3923179580467,-0.862148165637857 51.394063745922,-0.865324705996366 51.3958029844199,-0.868921329073823 51.395675932904,-0.871508783211961 51.3974272914028,-0.88034559235112 51.3958035858122,-0.884372820070809 51.3962915472919,-0.889875048343257 51.39463534107,-0.894571090556104 51.3930161384939,-0.896364999892422 51.3931320170358,-0.899177987085884 51.390308014593,-0.897700543972694 51.3889902093438,-0.897736175173238 51.3875069362075,-0.895448542631901 51.3864242818375,-0.888438332067414 51.385117114071,-0.886276725196995 51.3835859183294,-0.898888027946244 51.3784358253793,-0.901825755908527 51.3763592293253,-0.9042444454665 51.3725422936502,-0.898818214060965 51.3633735169851,-0.901094582893412 51.3624866799649,-0.906743239567527 51.36353760922,-0.904242118704875 51.3612033330862,-0.900247912414815 51.3606533357293,-0.892474313353265 51.3578105582422,-0.889471743447262 51.3578450687747,-0.888958162742613 51.3575414962577))"
RG41,RG41,RG,700,17.7072375300325,6.83680263216934,479207.9,168911.2006,-0.8609226,51.4131868,"POLYGON ((-0.83497016493963 51.4007655781834,-0.839993630255734 51.4027846310635,-0.83904012136295 51.4046724984892,-0.839587383038097 51.4063414128276,-0.843153722439842 51.4114391519752,-0.841057375548095 51.4113195616159,-0.840000573723252 51.4121723690233,-0.839577667867868 51.4118354795175,-0.838762850644118 51.4122140495824,-0.84011259708153 51.4128568517474,-0.840115705238503 51.4138729608468,-0.838814061864862 51.4164408519268,-0.840935631962285 51.4206880383952,-0.839582168854906 51.4275625214537,-0.854750646079194 51.4312814390268,-0.874312781118803 51.438376691897,-0.881028835052464 51.439672877008,-0.894328384427167 51.4406443008454,-0.895629349671715 51.4391998324299,-0.898234272233713 51.4391704028749,-0.900382027147876 51.4372033744478,-0.899774788553989 51.4349317395059,-0.897079310843624 51.427982535723,-0.898488696179867 51.4261974589235,-0.897224789689329 51.4255201833633,-0.901971601933516 51.4249083297963,-0.903253245754672 51.4224385395691,-0.907463092049322 51.4214077481081,-0.907652207577648 51.4207171483722,-0.909610151474941 51.4194225675674,-0.90860524519309 51.4169314305579,-0.906612746942788 51.4166610730348,-0.901599008768262 51.4140515180734,-0.895154665866865 51.4147372615394,-0.896315664897008 51.4113132572459,-0.894833371283617 51.4095728800402,-0.882868121937466 51.4049545256935,-0.882705892314629 51.4015809569202,-0.886421996935423 51.399512163823,-0.894163983596048 51.3985783686205,-0.89681087684861 51.3955100552291,-0.889875048343257 51.39463534107,-0.884372820070809 51.3962915472919,-0.88034559235112 51.3958035858122,-0.871508783211961 51.3974272914028,-0.868921329073823 51.395675932904,-0.865324705996366 51.3958029844199,-0.862148165637857 51.394063745922,-0.854631270637025 51.3923179580467,-0.847152391268785 51.3942319410148,-0.844965018519505 51.3960447089957,-0.841560009787263 51.3954087227852,-0.841671651028309 51.3972531106815,-0.843865209665623 51.3991900580122,-0.842261514579322 51.3995070248693,-0.839561758310687 51.3988328140671,-0.838998993336828 51.3966422689829,-0.836316289262466 51.3958692748213,-0.83497016493963 51.4007655781834))"
RG42,RG42,RG,769,32.008570501877,12.3585781626327,487189.355714286,170991.999428571,-0.745658142857143,51.4307207142857,"POLYGON ((-0.754521882147515 51.4651449380242,-0.768296921331155 51.4697451968828,-0.77292037057266 51.4691371657522,-0.781798374354887 51.4633759986852,-0.796647190553264 51.4570820118885,-0.805711149806685 51.4522651162944,-0.805027722340516 51.4481217654577,-0.801887515937658 51.4432880321683,-0.802081511013311 51.4358716752383,-0.803369543286422 51.4333760598772,-0.805895747530064 51.4313875523992,-0.807128076865331 51.4271559158504,-0.793093038395988 51.4215540713252,-0.793571914164895 51.4181150538151,-0.792284021918802 51.415143450975,-0.795348115052747 51.4140059851439,-0.79070043133621 51.4135714951391,-0.790575603551743 51.4150359454348,-0.787553691725609 51.4183766728621,-0.78539264472989 51.4196042054127,-0.783658700077903 51.4188309336122,-0.784202500708635 51.4162199185259,-0.780811087203485 51.4166702145935,-0.780556259317288 51.4176027454016,-0.778164649941266 51.4183061726638,-0.775731802374648 51.4173186437014,-0.773831885822827 51.4200683549876,-0.766430100370233 51.4177516962078,-0.763597359018964 51.4177398394221,-0.763285565226156 51.4170351885863,-0.761886026016953 51.4182703117855,-0.755656267584199 51.4173141313914,-0.756780011673017 51.4193583032875,-0.754521882147515 51.4191320050457,-0.754521882147515 51.4651449380242))"
RG45,RG45,RG,386,11.0901679017752,4.2819377654736,483577.7475,164138.2525,-0.7992185,51.369648,"POLYGON ((-0.811881675651667 51.3575414962577,-0.796754405177031 51.3575414962577,-0.794608162735398 51.3579058632052,-0.790569220664559 51.3596625983044,-0.771374290853018 51.3615041732794,-0.768355425526281 51.3615983362682,-0.768540879205683 51.3632549091523,-0.76587147598527 51.3674440984114,-0.765511792826254 51.3717385710108,-0.772885921633462 51.3801876056102,-0.773886025382837 51.382554047293,-0.775754132191327 51.3820160477357,-0.785123860106717 51.3814481398884,-0.789975380277499 51.3832877804685,-0.792122257316315 51.3819790341789,-0.794696833773702 51.3818886690645,-0.795782023690711 51.3837971528493,-0.798314747161631 51.3836612455544,-0.803033664380167 51.3829003002669,-0.808346768920324 51.3808322846588,-0.827005205028653 51.3777474416412,-0.826447219739586 51.3748464280193,-0.832732701446042 51.3740099739588,-0.837816776710988 51.3604644229946,-0.837062503912799 51.3575414962577,-0.836536884981116 51.3575414962577,-0.824367184211037 51.3618139864958,-0.820775305983213 51.3579382899668,-0.811881675651667 51.3575414962577))"
RG5,RG 5,RG,480,8.388287541165,3.2387359261185,476578.9975,173149.248,-0.8978035,51.4516525,"POLYGON ((-0.871256739208307 51.4456217840008,-0.871439483514227 51.4498857537216,-0.874114305549642 51.452303351916,-0.876687198066687 51.4530203844891,-0.875084258800202 51.4596859856342,-0.875859448688264 51.4621122685396,-0.880101474995201 51.4628811680002,-0.882369016650653 51.4661128874221,-0.886831532103032 51.4667128410209,-0.891193326678881 51.4673206640442,-0.896213200563132 51.4669093814575,-0.901874872739832 51.4625475105597,-0.902371383566873 51.4634513559193,-0.915645343245422 51.4609582286526,-0.916657635144495 51.4601492863221,-0.918928608704271 51.4566364493444,-0.920387513351978 51.4509220822918,-0.920112657668141 51.4448770147076,-0.921382386755671 51.4429014268758,-0.916070500868135 51.4411799891849,-0.900994818176167 51.4392502411731,-0.898234272233713 51.4391704028749,-0.895629349671715 51.4391998324299,-0.894328384427167 51.4406443008454,-0.881028835052464 51.439672877008,-0.874312781118803 51.438376691897,-0.875822799681675 51.4395781322461,-0.871256739208307 51.4456217840008))"
RG6,RG 6,RG,675,11.0636200551751,4.27168758459661,474651.617833333,171266.262166667,-0.925937,51.43498,"POLYGON ((-0.897079310843624 51.427982535723,-0.899774788553989 51.4349317395059,-0.900382027147876 51.4372033744478,-0.898234272233713 51.4391704028749,-0.900994818176167 51.4392502411731,-0.916070500868135 51.4411799891849,-0.921382386755671 51.4429014268758,-0.920112657668141 51.4448770147076,-0.920387513351978 51.4509220822918,-0.918928608704271 51.4566364493444,-0.916657635144495 51.4601492863221,-0.919525314229508 51.4600139309295,-0.925085867756046 51.4616655702213,-0.930868199089971 51.461232816256,-0.933633612849483 51.461779556426,-0.942376876607824 51.4602851479689,-0.943365188772478 51.4598714652897,-0.941740093855772 51.4573211157765,-0.940358256619957 51.4573266228264,-0.938017477539784 51.4552372748429,-0.941118905855264 51.4549326271714,-0.941504459321868 51.451950760065,-0.948219290067083 51.4528384610947,-0.944299545047495 51.4518141451702,-0.941770083526038 51.4485542985834,-0.93924142909876 51.4489989868512,-0.937438178074132 51.4467077422069,-0.939415033221873 51.445232956799,-0.94419690034478 51.4467736323229,-0.947245485451354 51.4447229069722,-0.950363696182646 51.4453044971904,-0.954683348322653 51.4426635449857,-0.944786305759371 51.4367445090565,-0.943328065390572 51.4359166936745,-0.944020075967607 51.4314809364002,-0.945311761853914 51.4309890689113,-0.943920188985901 51.4308236366103,-0.944084534345038 51.4299349088011,-0.945295091514087 51.4298379278907,-0.944837102469876 51.4291144817363,-0.942077283280862 51.4290266887896,-0.941818431345115 51.4265335841038,-0.939779037291177 51.4251573188776,-0.940309583032251 51.4246045980723,-0.943519540493396 51.4238692969136,-0.945688460886984 51.4221173759456,-0.947541330967892 51.4184653816794,-0.946928595518554 51.417596628136,-0.948611459544261 51.4169553296771,-0.949517039630595 51.4144636914338,-0.938709450186655 51.4185475792738,-0.932693059573356 51.4200036278378,-0.926092402255169 51.4205997577666,-0.915622460614565 51.4199909051694,-0.907652207577648 51.4207171483722,-0.907463092049322 51.4214077481081,-0.903253245754672 51.4224385395691,-0.901971601933516 51.4249083297963,-0.897224789689329 51.4255201833633,-0.898488696179867 51.4261974589235,-0.897079310843624 51.427982535723))"
RG7,RG 7,RG,1408,189.141784841453,73.0280513978559,462869.928857143,166204.999714286,-1.096339,51.3908814285714,"POLYGON ((-1.14442908623652 51.3575414962577,-1.13767082312178 51.3575414962577,-1.13121008416422 51.3579891794573,-1.13027596480115 51.3595378512395,-1.12609625535533 51.3610623692574,-1.11593291462025 51.36300937229,-1.11129639434684 51.3575414962577,-0.986937915957497 51.3575414962577,-0.986831224679714 51.3578910508697,-0.986731052283636 51.3598234532558,-0.987884667652003 51.360921407132,-0.983926557565929 51.3599970223644,-0.975166989643437 51.3599207487872,-0.970809565985225 51.3588843790806,-0.971320128471929 51.3575414962577,-0.940968988520694 51.3575414962577,-0.939464002272792 51.360430301037,-0.939662282133002 51.3624193931766,-0.937049482881557 51.364841479273,-0.930185886895425 51.3647340747456,-0.924066403948482 51.365972894528,-0.917778937365426 51.3645752181901,-0.918348971533907 51.3629349583938,-0.913764759072777 51.3630274021073,-0.913758368253445 51.363908579524,-0.912405655040959 51.3640128940095,-0.906743239567527 51.36353760922,-0.901094582893412 51.3624866799649,-0.898818214060965 51.3633735169851,-0.9042444454665 51.3725422936502,-0.904751282565906 51.3771959215221,-0.907854504972834 51.3808306294724,-0.908162539290779 51.3835850792146,-0.919822187103927 51.3851857990048,-0.922299556283709 51.3843363620131,-0.923171021135442 51.3882288738465,-0.928245848414351 51.3856947037465,-0.936197294625736 51.3842654596936,-0.943191478021915 51.3863160182313,-0.947744912784133 51.388919676519,-0.955148943873997 51.3913327735252,-0.957677444338816 51.3939089814774,-0.959803365793796 51.39333438748,-0.96104982872515 51.3941457701931,-0.961978568784861 51.3962940997411,-0.958847707083246 51.3961763520906,-0.958583163140967 51.4027650977646,-0.961973379103005 51.404782437181,-0.962791514629429 51.4086561818484,-0.959093993485516 51.4100262063338,-0.955546511615571 51.4130068984539,-0.959046235166839 51.4121298303175,-0.966113666421016 51.4118057326201,-0.97213697233858 51.4125150951636,-0.985968343030179 51.4171224722795,-0.995696107413965 51.4194542550399,-0.995333689858413 51.417616785921,-1.00061813463788 51.4173112728703,-1.00741987971742 51.4179895003312,-1.01099802199273 51.4167788474183,-1.01662982783607 51.4176983576191,-1.01181125939005 51.4110757819124,-1.01235043949774 51.4094078595463,-1.01490989884781 51.4073882769826,-1.01988003003082 51.4076007334303,-1.02373663789855 51.4054119129592,-1.02737406169039 51.4047318132122,-1.02970991579839 51.4030516464518,-1.03583139682238 51.4052332461528,-1.04062180890156 51.4037169477748,-1.04550096013472 51.4055192184854,-1.04743534176359 51.4072163968944,-1.05133758384064 51.4048472590304,-1.05387801355784 51.4043552236214,-1.05747736498124 51.4047978145103,-1.06047168047562 51.402501970867,-1.06241163994467 51.4039471648557,-1.06418190498622 51.4052562194398,-1.06312275811558 51.4092490710648,-1.06141534223921 51.4097749540959,-1.06362302119545 51.4129127923786,-1.06662650692605 51.4144114324435,-1.0655695925927 51.4154730091542,-1.06220205348472 51.415599029688,-1.06190960450328 51.4179435199855,-1.0603986590956 51.4186956935614,-1.06298471402884 51.4202270373778,-1.06198404690115 51.4213340620062,-1.06290522366373 51.4212964862851,-1.06266161908356 51.4219599270359,-1.06119580088668 51.4226045962549,-1.04482905531495 51.4232816283182,-1.04111570986862 51.4247889373696,-1.03950136302253 51.4263223331751,-1.05477089995136 51.4342693252889,-1.0656636108155 51.4390773182077,-1.06969347883409 51.4418428950054,-1.07896451731209 51.4523285695876,-1.0833471951517 51.4548176808102,-1.09059234639086 51.4574277371492,-1.09867443323193 51.4592345619594,-1.11133771643518 51.460140391386,-1.13055536132886 51.459295338418,-1.15037691326461 51.4607713381396,-1.16376260480376 51.4603296357623,-1.16376260480376 51.3595857102088,-1.16277993847456 51.3594328606324,-1.1601011942665 51.3621922067898,-1.15810804588968 51.3612247668847,-1.15101137469856 51.3628550332812,-1.15002869323828 51.3616250857655,-1.14875425359577 51.3621912458786,-1.14737253154761 51.3607964868107,-1.14493100480594 51.3615609500603,-1.14414377498786 51.3598737554087,-1.14638484817967 51.3590718901762,-1.14442908623652 51.3575414962577))"
RG8,RG 8,RG,848,112.848331576778,43.5709844097069,461829.375,178883.3765,-1.10905525,51.5050095,"POLYGON ((-1.16376260480376 51.5341235269498,-1.16376260480376 51.4603296357623,-1.15037691326461 51.4607713381396,-1.13055536132886 51.459295338418,-1.11133771643518 51.460140391386,-1.09867443323193 51.4592345619594,-1.09059234639086 51.4574277371492,-1.0833471951517 51.4548176808102,-1.07896451731209 51.4523285695876,-1.06969347883409 51.4418428950054,-1.06480393306876 51.4438361205635,-1.0640039447143 51.4470758369151,-1.06154662856461 51.4497177394493,-1.05939653769751 51.450006237006,-1.06200509080795 51.4528170067708,-1.06142115711883 51.4551387661012,-1.05484905370298 51.4611555168788,-1.05685915275246 51.4635005350817,-1.06166877877971 51.4655262578642,-1.05988961807228 51.4673373619198,-1.05750081185516 51.4672912258573,-1.05894255282733 51.4699913887949,-1.05819797576748 51.4746881117343,-1.05598008646164 51.4782040232397,-1.05218803498641 51.4777418772911,-1.05046608231814 51.4802276730171,-1.04851908417735 51.4796813471706,-1.04632702556357 51.4763815048732,-1.03591743287472 51.4742822921324,-1.0350324482458 51.4752820774253,-1.03907210926433 51.477644163647,-1.03760952228913 51.4841961783335,-1.04004486104472 51.4868686575605,-1.04282306525161 51.4890044483938,-1.05193699370368 51.491937820601,-1.04849950549913 51.495848333533,-1.04535582661512 51.5049763708674,-1.03432449018516 51.5142644963151,-1.03552057798269 51.5149486948851,-1.03471013127617 51.5157962716234,-1.03675300209227 51.5173326777408,-1.03154632011252 51.5188723566846,-1.02830600897908 51.5207877728804,-1.03616416861015 51.5281629017494,-1.03401553957648 51.5288735367428,-1.0316306030878 51.5284942223748,-1.02748706235196 51.5267604713068,-1.02010119181341 51.5276791201953,-1.02495122567031 51.5314241194014,-1.02443124135109 51.5415894638979,-1.02601118751082 51.5432549370844,-1.14291252517515 51.5432549370844,-1.1444885024335 51.539342837127,-1.15229006526185 51.5385183340942,-1.16288599237142 51.533900746542,-1.16376260480376 51.5341235269498))"
RG9,RG 9,RG,1135,153.395309357382,59.2262600531718,474307.3325,183799.750166667,-0.9282565,51.5477073333333,"MULTIPOLYGON (((-1.02601118751082 51.5432549370844,-1.02443124135109 51.5415894638979,-1.02297190809702 51.5432549370844,-1.02601118751082 51.5432549370844)),((-1.00889084195839 51.5432549370844,-1.00780508577305 51.540937534552,-1.01307532670482 51.5392734926499,-1.02129157904319 51.5387219580745,-1.02134748148455 51.5361147683586,-1.01949539174671 51.5344089053299,-1.00385556528797 51.5322809741734,-0.998790615932722 51.5292077252446,-0.994989926811492 51.5289773841985,-0.992220097405009 51.5277577127464,-0.994561803677363 51.5261593052529,-0.991893937134515 51.5242481527459,-0.990619763856108 51.5251633488586,-0.981422355323684 51.5206779218727,-0.979522488169062 51.5218483532736,-0.978306049774742 51.5214601329754,-0.976009525720229 51.52424554126,-0.967494237700516 51.5208978833533,-0.967613798458655 51.5187949265604,-0.959638561524184 51.5126909390243,-0.964062288238274 51.5095290246756,-0.949607509557857 51.4995814920145,-0.945606832149334 51.4981428393231,-0.938643471047844 51.4971269195067,-0.931900250322782 51.4940984668739,-0.924047315498096 51.4935861442184,-0.919352508617121 51.4917086407376,-0.915517470679587 51.4942898477455,-0.907151983469725 51.4953362334479,-0.899708957908001 51.4987375031385,-0.89704945359558 51.4973097589106,-0.89329062365788 51.496671898099,-0.890771739258428 51.4983656051934,-0.88360779283846 51.5008872768145,-0.871072057352402 51.5027005588616,-0.86995888476917 51.504020608713,-0.87100631385175 51.5053615578884,-0.870469470404479 51.5066781738402,-0.874611198959957 51.5093435553189,-0.880040310952092 51.5112478307893,-0.880768735064892 51.5138623846055,-0.88021244118902 51.5171571210514,-0.878575920321864 51.5180676582517,-0.878347414302687 51.5226783035546,-0.873945340768473 51.5287595215605,-0.868159556025666 51.5336134222978,-0.867572646241118 51.5375101575118,-0.854967773136274 51.5370551604021,-0.847971188703662 51.5377689282315,-0.842115845688163 51.5372527642611,-0.843205501134727 51.5352224125457,-0.842197465481604 51.5334680129931,-0.839448637388857 51.5355449739269,-0.840030411159565 51.541584217574,-0.842402256677556 51.5432549370844,-1.00889084195839 51.5432549370844)))"
SL6,SL 6,SL,2304,98.8241718271316,38.1562260586253,487722.6452,181454.4504,-0.7353906,51.5246966,"POLYGON ((-0.842402256677556 51.5432549370844,-0.840030411159565 51.541584217574,-0.82448674322935 51.5264311528799,-0.817106697749756 51.5208450255582,-0.81077466183485 51.518254305238,-0.808113775322044 51.5158354407011,-0.81014550693898 51.5114230762053,-0.810571495860777 51.5072371155352,-0.80826160317527 51.5040935702354,-0.807870619648161 51.5008524620785,-0.803541892401496 51.4950536034751,-0.794620179509077 51.4870404065975,-0.788910031752556 51.4785920866254,-0.778305237535984 51.4723586327726,-0.768296921331155 51.4697451968828,-0.754521882147515 51.4651449380242,-0.754521882147515 51.5432549370844,-0.842402256677556 51.5432549370844))"
