PostArea,Postcode_Count,AREA_KM,AREA_MI,X_Coord,Y_Coord,Longitude,Latitude,Geometry
RG,137,1948.4627946495,752.30569085381,467130.90027907,168019.97382171,-1.0346871860465,51.406576472868,POINT (-1.03625046842552 51.4072506588562)
